imgid, x_gt, y_gt, z_gt, omega_gt, phi_gt, kappa_gt, x_gps, y_gps, z_gps, 
68731,465665.769028,5247850.183116,469.759011,89.205465,-40.803825,-0.433572,465666.987758,5247850.491718,467.549011, 
68761,465666.472849,5247849.932096,469.673524,89.065129,-39.891111,-0.569049,465667.612416,5247850.176858,467.498993, 
68791,465667.185261,5247849.769443,469.485801,89.070728,-40.858024,-0.436406,465668.396504,5247850.016690,467.028015, 
68821,465668.011134,5247849.801959,469.185991,89.342482,-40.286137,-0.030132,465669.060659,5247850.001703,467.063995, 
68851,465668.730338,5247849.884081,469.079806,89.497375,-40.695961,0.448834,465669.512569,5247849.832361,467.114014, 
68881,465669.311155,5247850.001666,469.024447,89.712097,-39.061071,0.449676,465669.949247,5247849.640864,467.609985, 
68911,465669.859231,5247849.905617,469.049064,89.797453,-39.836192,0.474677,465670.368624,5247849.071622,468.226013, 
68941,465670.506672,5247849.542014,469.096956,89.736936,-39.674081,0.206812,465670.991543,5247848.456738,468.098999, 
68971,465671.266947,5247848.941646,469.163422,89.559580,-39.231967,-0.214724,465671.621545,5247847.763996,468.356995, 
69001,465671.892989,5247848.181068,469.143044,89.911148,-35.228202,-0.369821,465671.933445,5247846.884176,468.205994, 
69031,465672.304556,5247847.442669,469.132280,89.662090,-36.836136,-0.421685,465672.298617,5247846.081873,467.931000, 
69061,465672.660164,5247846.617918,469.133394,89.545738,-37.423157,-0.563949,465672.618767,5247845.324248,467.730988, 
69091,465672.994797,5247845.821100,469.117536,88.581307,-49.418651,-0.470201,465672.795968,5247844.645290,467.579987, 
69121,465673.253594,5247845.074572,469.034314,87.174101,-65.805391,-0.967081,465672.783937,5247843.878509,467.445007, 
69151,465673.409252,5247844.347638,469.027694,84.588172,-74.204495,-3.338502,465672.742883,5247843.311952,467.497009, 
69181,465673.674172,5247843.794192,468.973223,84.690579,-72.467134,-3.530202,465673.072137,5247842.821006,467.432007, 
69211,465674.035418,5247843.337273,468.928550,85.400646,-71.457152,-3.016880,465673.567062,5247842.262439,467.541992, 
69241,465674.500141,5247842.724768,468.948864,84.283416,-74.019995,-4.062872,465674.274435,5247841.891571,467.347015, 
69271,465675.207022,5247842.271235,468.940079,85.273264,-70.447054,-3.636381,465674.906133,5247841.487767,466.911011, 
69301,465675.853950,5247841.735919,468.857530,86.445575,-67.210612,-2.817513,465675.462088,5247841.039969,466.834991, 
69331,465676.420935,5247841.080360,468.789859,86.359374,-69.292505,-2.812690,465676.092938,5247840.491711,466.300995, 
69361,465677.147735,5247840.576454,468.777269,86.587636,-67.677365,-2.708401,465676.792243,5247840.031964,466.013000, 
69391,465677.870721,5247840.050220,468.738396,85.948277,-71.150798,-3.118852,465677.536769,5247839.560853,466.204987, 
69421,465678.548754,5247839.485497,468.685147,82.006315,-80.148597,-6.498336,465678.167238,5247838.945912,466.484009, 
69451,465679.187942,5247838.871575,468.628201,79.286116,-83.012272,-9.215581,465678.858474,5247838.397296,466.582001, 
69481,465679.876338,5247838.237109,468.553966,80.837661,-81.676274,-7.882293,465679.390620,5247837.749596,466.924011, 
69511,465680.529297,5247837.747760,468.486628,79.422384,-83.248301,-9.359489,465680.088629,5247837.067581,466.640991, 
69541,465681.129353,5247837.027077,468.383218,83.610787,-79.396220,-5.684722,465680.362643,5247836.165773,466.723999, 
69571,465681.616127,5247836.270878,468.326405,84.974199,-78.023158,-4.529498,465680.619760,5247834.952877,466.872986, 
69601,465682.103371,5247835.355312,468.272009,83.762096,-79.376246,-5.728334,465681.021243,5247833.905843,467.115997, 
69631,465682.458058,5247834.427432,468.252110,85.388275,-77.934491,-4.344889,465681.181073,5247832.838002,467.406006, 
69661,465682.638762,5247833.219056,468.251650,80.555601,-83.421201,-8.947824,465681.536760,5247831.702307,467.695007, 
69691,465683.027557,5247832.021182,468.265210,75.635561,-84.738364,-13.985244,465682.014190,5247830.732624,467.522003, 
69721,465683.377804,5247830.890158,468.257244,73.345526,-85.412626,-16.311645,465682.348327,5247829.786002,467.417999, 
69751,465683.554799,5247829.804750,468.168878,76.358882,-85.179508,-13.399939,465682.334815,5247828.763625,467.863007, 
69781,465683.625882,5247828.751222,468.067316,77.157671,-85.361360,-12.608043,465682.577410,5247827.650846,468.691010, 
69811,465683.666289,5247827.762179,467.976387,80.177517,-84.178466,-9.726048,465682.728580,5247826.394110,469.208008, 
69841,465683.737452,5247826.747726,467.866787,83.317274,-82.406599,-6.826727,465682.925701,5247825.248239,469.441010, 
69871,465683.951682,5247825.713403,467.802480,85.000339,-80.772641,-5.159006,465683.196667,5247823.824099,470.217987, 
69901,465684.352225,5247824.625807,467.727281,85.228556,-80.701975,-4.970097,465683.658029,5247822.687795,470.691986, 
69931,465684.851927,5247823.614078,467.755888,84.153715,-82.831264,-5.918192,465683.999723,5247821.741139,471.101990, 
69961,465685.152818,5247822.493638,467.769842,82.513630,-85.079305,-7.556501,465683.848784,5247820.452811,471.364990, 
69991,465685.056526,5247821.489190,467.696883,82.905673,-86.289750,-6.875278,465683.662766,5247819.620378,470.716003, 
70021,465684.838509,5247820.606926,467.585180,86.409819,-84.674096,-3.494043,465683.727702,5247819.108771,470.114014, 
70051,465684.708366,5247819.664929,467.332281,81.350803,-86.382245,-8.633299,465683.289553,5247817.755441,470.597992, 
70081,465684.737880,5247818.823827,467.031935,79.630855,-87.181620,-10.330891,465683.261522,5247816.833170,470.602997, 
70111,465684.760169,5247817.919535,466.890237,83.090252,-86.251435,-7.098164,465683.202197,5247815.722144,471.266998, 
70141,465684.518538,5247817.132344,466.742680,86.937213,-84.295379,-3.465022,465682.791357,5247815.168858,470.835999, 
70171,465684.241583,5247816.508699,466.520970,87.808555,-82.689593,-2.676417,465682.967965,5247814.389868,471.122009, 
70201,465684.003293,5247815.823298,466.291603,89.378833,-79.734101,-1.437789,465682.670600,5247813.880368,471.010010, 
70231,465683.814602,5247814.865430,466.303417,89.316095,-79.941574,-1.619835,465682.758520,5247813.424205,469.552002, 
70261,465684.052039,5247813.751168,466.365371,87.600701,-80.547112,-3.382850,465683.494274,5247812.741955,468.056000, 
70291,465684.643463,5247812.592745,466.414608,88.215266,-81.282049,-2.418401,465684.324000,5247811.347897,468.084015, 
70321,465685.273712,5247811.704295,466.384319,89.265445,-81.166167,-1.206275,465684.652811,5247810.779185,468.049988, 
70351,465685.466930,5247810.853741,466.329572,90.395478,-80.437667,-0.189167,465684.009872,5247809.260343,469.800995, 
70381,465685.293903,5247809.969311,466.388723,90.142685,-81.975637,-0.339462,465682.310503,5247806.502956,473.428009, 
70411,465684.933381,5247809.217164,466.516487,90.680032,-82.143500,0.204281,465682.136912,5247805.214762,472.820007, 
70441,465684.343121,5247808.442530,466.620135,91.028254,-81.568159,0.471004,465682.077521,5247804.092624,473.093994, 
70471,465683.975384,5247807.744870,466.466462,90.053380,-80.986734,-0.474286,465682.319529,5247802.879811,472.832001, 
70501,465684.001103,5247807.188151,466.363593,89.787699,-82.170629,-0.677472,465683.009024,5247802.031157,473.044006, 
70531,465684.149275,5247806.304429,466.229084,89.705011,-81.294969,-0.984314,465682.135948,5247799.880186,475.630981, 
70561,465684.337430,5247805.476505,466.206278,90.783413,-79.812164,-0.009934,465682.342364,5247799.034337,475.414001, 
70591,465684.442542,5247804.649395,466.059030,90.002523,-80.840141,-0.675406,465683.018965,5247798.563594,474.854004, 
70621,465684.663493,5247803.999016,465.917439,89.817733,-80.970219,-0.814813,465683.438027,5247797.938810,474.748993, 
70651,465684.836974,5247803.196982,465.876725,89.787670,-80.498136,-0.992994,465682.992061,5247796.541067,475.877014, 
70681,465684.902051,5247802.326935,465.838262,90.083880,-79.890029,-0.763929,465682.975370,5247794.974136,476.161987, 
70711,465684.888629,5247801.415030,465.852736,90.632779,-79.474122,-0.269949,465682.793327,5247793.530407,478.437012, 
70741,465684.787840,5247800.568967,465.890385,90.571805,-80.307303,-0.218695,465682.205766,5247792.444684,479.648987, 
70771,465684.478763,5247799.807915,465.862501,91.354643,-79.033958,0.502442,465682.360504,5247791.799192,479.118011, 
70801,465684.178136,5247799.089910,465.834308,91.370009,-80.039541,0.640652,465682.291272,5247791.577321,479.231995, 
70831,465683.861729,5247798.471563,465.822145,91.351237,-81.893546,0.781177,465682.034440,5247791.545462,478.765991, 
70861,465683.555252,5247798.047353,465.740424,91.407640,-79.198377,0.648281,465681.814446,5247791.357831,478.519989, 
70891,465683.293496,5247797.545754,465.665796,91.454470,-78.996673,0.587514,465681.653859,5247791.003124,478.524994, 
70921,465683.072310,5247796.884412,465.540944,91.515420,-78.451301,0.528526,465681.432823,5247790.637680,478.282990, 
70951,465682.874112,5247796.109206,465.510161,91.553410,-77.977625,0.457784,465681.136367,5247790.283759,478.108002, 
70981,465682.651987,5247795.399520,465.690053,92.116302,-78.079544,1.136765,465680.917216,5247790.240582,477.243011, 
71011,465682.274721,5247794.699337,465.810985,91.738096,-78.702172,0.869047,465680.662139,5247790.508803,476.260986, 
71041,465681.759570,5247794.259110,465.932987,91.945174,-78.650960,1.055887,465680.427817,5247790.454618,475.752014, 
71071,465681.235717,5247793.850476,466.118498,91.422169,-76.210706,0.299232,465680.424118,5247789.821141,475.696991, 
71101,465680.932360,5247793.251195,466.116987,91.272835,-75.105436,-0.127660,465680.367126,5247789.110198,475.691986, 
71131,465680.937460,5247792.405783,466.118732,91.413159,-75.954577,0.255023,465681.653100,5247789.580576,473.717010, 
71161,465681.139710,5247791.489969,466.217060,91.284852,-75.885168,0.057117,465681.915209,5247789.223401,473.600983, 
71191,465681.322981,5247790.537548,466.331063,91.771309,-75.677712,0.798525,465682.068325,5247788.300069,473.634003, 
71221,465681.416610,5247789.778520,466.333813,91.020763,-76.181311,0.088849,465682.261009,5247787.687691,473.415985, 
71251,465681.508418,5247789.071365,466.202983,91.252211,-75.172514,0.335177,465682.255818,5247786.798634,473.242004, 
71281,465681.529594,5247788.340659,466.128184,92.066495,-76.721154,1.354594,465682.182881,5247785.943293,473.101013, 
71311,465681.429152,5247787.501567,466.071804,92.947594,-77.383197,2.048671,465681.800690,5247785.123102,473.096985, 
71341,465681.294187,5247786.507887,466.084465,117.540744,-74.939947,25.931054,465681.812144,5247784.500657,472.972992, 
71371,465681.106424,5247785.503735,466.027866,119.048753,-74.002576,27.947571,465681.740189,5247783.812038,472.432007, 
71401,465680.921566,5247784.595989,465.893143,120.493250,-74.806139,29.865487,465682.078872,5247783.643370,471.417999, 
71431,465680.847961,5247783.790743,465.721714,-175.038382,-82.525797,96.571198,465681.911138,5247783.355378,470.553986, 
71461,465680.942998,5247783.160037,465.507085,-169.799544,-82.474938,101.973705,465681.939445,5247783.032911,469.704010, 
71491,465681.333345,5247782.599665,465.375696,-171.487481,-82.595432,100.427415,465682.547075,5247782.384772,469.295990, 
71521,465681.832269,5247781.925894,465.406419,-166.202886,-82.537221,105.765163,465682.767225,5247781.305436,469.178009, 
71551,465682.285262,5247780.997181,465.553309,-167.765168,-82.500046,104.088362,465682.920285,5247780.370995,469.321014, 
71581,465682.543249,5247779.901957,465.637516,-175.876757,-82.633815,95.874952,465683.003465,5247779.103558,469.976990, 
71611,465682.739944,5247778.865733,465.577363,-170.075698,-82.508204,101.944519,465683.147541,5247777.924663,470.787018, 
71641,465682.944698,5247777.910021,465.469781,-174.420381,-82.665935,97.487058,465683.450260,5247776.767062,471.031006, 
71671,465683.177441,5247776.889199,465.547323,176.960976,-82.762838,88.716369,465683.950145,5247775.763902,470.770996, 
71701,465683.423946,5247775.764823,465.622560,-177.927951,-82.903022,93.894599,465684.482374,5247775.127303,470.299011, 
71731,465683.829961,5247774.750487,465.546714,178.791347,-83.081144,90.655612,465685.096509,5247774.301321,469.962006, 
71761,465684.395193,5247773.966831,465.448800,171.711939,-83.315661,83.409540,465685.527870,5247773.198536,470.302002, 
71791,465684.934965,5247773.065954,465.416562,168.699973,-83.131284,80.374775,465685.784597,5247771.918950,470.131989, 
71821,465685.338592,5247772.104951,465.382760,172.296799,-83.209785,84.104219,465685.726048,5247770.941289,470.214996, 
71851,465685.541662,5247771.171527,465.365046,176.221745,-83.115811,88.197027,465685.333955,5247769.721072,470.040985, 
71881,465685.590277,5247770.402445,465.326846,167.006198,-82.925875,78.915188,465685.382131,5247768.920600,469.778015, 
71911,465685.604557,5247769.602924,465.289686,175.753758,-83.185384,87.758172,465685.409070,5247768.364755,469.681000, 
71941,465685.564356,5247768.801518,465.216042,176.400182,-83.230365,88.452168,465685.291958,5247767.698616,470.078003, 
71971,465685.433475,5247768.009104,465.086113,178.745047,-83.284331,90.827570,465685.403360,5247767.386779,469.955994, 
72001,465685.308183,5247767.351577,464.926701,177.179971,-83.337857,89.289781,465685.660909,5247767.540858,469.019989, 
72031,465685.153631,5247766.773518,464.800219,178.770762,-83.390974,90.871519,465685.758641,5247767.473607,468.269012, 
72061,465684.876912,5247766.148566,464.765216,177.260794,-83.392901,89.253751,465685.461739,5247767.041906,467.919006, 
72091,465684.428736,5247765.372847,464.777917,169.476097,-83.304473,81.251341,465684.589419,5247766.313511,467.608002, 
72121,465683.888612,5247764.469431,464.744940,167.420083,-83.282251,79.116976,465683.443937,5247765.342180,468.389008, 
72151,465683.272281,5247763.519915,464.642298,161.731903,-83.055514,73.329236,465682.023350,5247763.794553,470.622009, 
72181,465682.626195,5247762.695719,464.497267,154.712538,-82.777506,66.204173,465681.768817,5247762.862491,471.101990, 
72211,465682.176387,5247761.892189,464.356184,149.459154,-82.490827,60.850208,465681.914777,5247762.005871,471.174011, 
72241,465682.032996,5247761.018413,464.304258,148.246472,-82.401151,59.710862,465681.963535,5247761.305415,471.416992, 
72271,465682.178977,5247760.185744,464.316576,157.913788,-82.719451,70.072924,465682.226544,5247761.103831,471.345001, 
72301,465682.408335,5247759.733665,464.281260,137.385938,-80.783177,49.270865,465682.415375,5247761.124967,470.768005, 
72331,465682.574729,5247759.602042,464.133590,128.842627,-79.256709,40.474095,465682.523922,5247760.324148,470.864990, 
72361,465682.753828,5247759.487172,463.885053,144.913054,-82.167530,56.751156,465682.896923,5247759.566233,470.742004, 
72391,465682.941909,5247759.021107,463.703526,134.569287,-80.874908,45.742616,465683.443847,5247758.862876,470.342987, 
72421,465683.210667,5247758.299163,463.648678,142.414400,-81.786270,53.854466,465684.102371,5247757.881023,469.846985, 
72451,465683.629232,5247757.457314,463.691932,143.995371,-81.917217,55.356881,465684.958965,5247757.209196,469.648987, 
72481,465684.221864,5247756.368727,463.853642,156.546808,-82.892903,68.108884,465685.673379,5247756.749367,469.562988, 
72511,465684.856956,5247755.290167,464.020649,137.827654,-81.042188,48.945868,465685.739428,5247756.426681,468.932983, 
72541,465685.272194,5247754.464421,464.036427,129.054779,-79.848109,39.838127,465685.423980,5247755.406055,469.106995, 
72571,465685.417203,5247753.956344,463.942973,123.357685,-78.159784,33.970472,465685.259310,5247754.351208,468.709015, 
72601,465685.420496,5247753.279796,463.893346,126.796247,-78.812276,37.510715,465685.045582,5247752.652072,469.313995, 
72631,465685.338357,5247752.368343,464.007429,107.875369,-67.130090,16.724538,465685.415790,5247751.416269,469.109009, 
72661,465685.456912,5247751.344384,464.081013,102.115344,-52.024283,8.954020,465686.081405,5247750.356570,469.558014, 
72691,465685.965001,5247750.414543,464.084138,101.369139,-49.788885,8.159753,465686.572705,5247749.175643,469.731995, 
72721,465686.695293,5247749.591932,464.071736,101.926022,-49.595561,9.114899,465687.056126,5247747.939221,469.433990, 
72751,465687.396678,5247748.681709,464.001671,102.493352,-51.274657,10.027386,465687.336536,5247746.837304,469.252991, 
72781,465688.003768,5247747.570822,463.997018,102.651775,-50.826563,10.215491,465687.475281,5247746.036322,469.799988, 
72811,465688.346681,5247746.729774,464.049651,99.694585,-30.183711,4.609487,465687.804469,5247745.534274,471.063995, 
